"task","model","weight_wall","day","run","latency","wall_zone","target_quadrant"
"fixed","distance",NA,7,39,47.6788232666028,11.2691477427291,22.8956576656947
"fixed","distance",NA,8,39,60.0993483862372,8.25627284025235,19.4282694476548
"fixed","distance",NA,1,40,50.6483888839171,16.0084025455736,15.0648708453774
"fixed","distance",NA,2,40,21.7108864050538,3.09107869742198,24.7564422156578
"fixed","distance",NA,3,40,21.8249879265493,0,23.7987971421706
"fixed","distance",NA,4,40,15.1559190285642,0,25.9133108271039
"fixed","distance",NA,5,40,7.12364074737251,0,27.5895979020979
"fixed","distance",NA,6,40,24.1514172267041,0,23.4761832038227
"fixed","distance",NA,7,40,9.949147918468,0,22.4928886566818
"fixed","distance",NA,8,40,38.2951382764487,0,22.4378645259654
"fixed","distance",NA,1,41,41.4153280073809,28.284544523266,23.0810435419269
"fixed","distance",NA,2,41,22.3705275144942,6.27774414850686,18.719323346888
"fixed","distance",NA,3,41,35.4998844972442,0,26.0640301318267
"fixed","distance",NA,4,41,34.3344845567564,2.00495458298927,19.3282483665812
"fixed","distance",NA,5,41,43.0261144589428,8.73629473142217,21.3902153360549
"fixed","distance",NA,6,41,47.2422325972008,3.94504730689536,25.5808952127161
"fixed","distance",NA,7,41,26.9863226388453,1.88172043010753,20.065714361992
"fixed","distance",NA,8,41,20.7879483174111,0,29.2130092130092
"fixed","distance",NA,1,42,34.4259397384821,3.68381383078952,26.2252517191333
"fixed","distance",NA,2,42,19.1521577415259,3.44905254591955,37.6267829266094
"fixed","distance",NA,3,42,37.8518530582929,1.58116315672586,22.2322893502326
"fixed","distance",NA,4,42,8.72621542019048,0,27.796011658926
"fixed","distance",NA,5,42,16.3652014114913,0,27.2967235616954
"fixed","distance",NA,6,42,12.5165573374869,0,27.398275862069
"fixed","distance",NA,7,42,7.88986094612052,0,26.9706180344478
"fixed","distance",NA,8,42,7.8656066483231,0,26.7857142857143
"fixed","distance",NA,1,43,54.9932689572819,8.26503003798922,16.6614210619313
"fixed","distance",NA,2,43,46.9776152738461,6.1365566881259,9.02396198234157
"fixed","distance",NA,3,43,29.5066543827071,13.6694978923141,27.7469690289009
"fixed","distance",NA,4,43,14.7104130456957,0,22.8969538786838
"fixed","distance",NA,5,43,34.0271829179847,0,23.5840726189991
"fixed","distance",NA,6,43,36.3082007630925,0,26.0647709134104
"fixed","distance",NA,7,43,41.3078920127329,0,28.1836087197102
"fixed","distance",NA,8,43,27.8350296853265,0,21.6198671399264
"fixed","distance",NA,1,44,52.7554201250058,10.0741399453202,15.6183310215678
"fixed","distance",NA,2,44,33.0904861033996,4.39375391538724,22.9454477201925
"fixed","distance",NA,3,44,32.9827298276208,3.47959023676371,26.2955445304706
"fixed","distance",NA,4,44,36.4837240668906,8.93381958988846,19.4268080198015
"fixed","distance",NA,5,44,50.4830073329794,5.52120395645576,7.72272772632485
"fixed","distance",NA,6,44,41.6174728477717,5.37223195187945,25.1211900333521
"fixed","distance",NA,7,44,26.8008411173039,5.34086478455119,11.4538842009506
"fixed","distance",NA,8,44,40.6206095938569,3.19508078128768,15.8370182737334
"fixed","distance",NA,1,45,60.1442502675635,14.1703099908762,20.8471990552088
"fixed","distance",NA,2,45,32.4173294115485,5.58018259642508,28.4658358136587
"fixed","distance",NA,3,45,21.4281146642097,2.88461538461538,22.1035440206023
"fixed","distance",NA,4,45,22.9772169526792,0,18.0099034860271
"fixed","distance",NA,5,45,25.1521361109009,0,23.400078369906
"fixed","distance",NA,6,45,36.1715823324091,0,23.9375343951831
"fixed","distance",NA,7,45,32.21203516168,0,24.1159502262443
"fixed","distance",NA,8,45,27.5407056881775,0,23.4576048951049
"fixed","distance",NA,1,46,39.2942736778772,11.6922466912187,14.9251373644877
"fixed","distance",NA,2,46,32.1579430268482,6.98297957718444,36.3345524907653
"fixed","distance",NA,3,46,32.824037103813,2.02580539119001,32.7402874902875
"fixed","distance",NA,4,46,22.521014217787,1.74418604651163,29.3635344067932
"fixed","distance",NA,5,46,18.5025689762076,12.0081608860391,20.944115202349
"fixed","distance",NA,6,46,47.7661581919975,14.4444814706724,15.8530454735086
"fixed","distance",NA,7,46,48.8850522878362,9.17278488428325,19.9405910464687
"fixed","distance",NA,8,46,47.5688424822531,9.71857746184185,17.4361339384857
"fixed","distance",NA,1,47,23.7693051668655,7.62218045112782,31.3925438596491
"fixed","distance",NA,2,47,39.933708681955,0,20.1616586806367
"fixed","distance",NA,3,47,22.5386346247007,0,18.1572789876417
"fixed","distance",NA,4,47,11.3493340088019,0,17.240381216498
"fixed","distance",NA,5,47,15.5729518461194,0,26.5316681591609
"fixed","distance",NA,6,47,16.8830563967219,2.98507462686567,17.1859614596008
"fixed","distance",NA,7,47,23.4058726277368,0,22.3371866229009
"fixed","distance",NA,8,47,18.766329097643,0,22.0309205659074
"fixed","distance",NA,1,48,44.9960250870181,9.99594484995945,12.9489168796398
"fixed","distance",NA,2,48,37.336094918215,6.86556939176486,25.7951667764063
"fixed","distance",NA,3,48,47.8635003502452,15.9256145260539,23.775086085518
"fixed","distance",NA,4,48,38.2331402140665,18.5239506869942,19.9066754501537
"fixed","distance",NA,5,48,25.3454065077172,0.886524822695036,25.7184973439916
"fixed","distance",NA,6,48,46.1970984601664,11.4444026104418,21.1595130522088
"fixed","distance",NA,7,48,43.8219069238305,5.11859582542695,21.4553164219848
"fixed","distance",NA,8,48,28.0697464302241,1.62337662337662,23.417953829259
"fixed","distance",NA,1,49,53.8334847133571,33.072243692972,15.242344013394
"fixed","distance",NA,2,49,38.5566175892344,42.3786366582008,10.7493673144934
"fixed","distance",NA,3,49,24.3266775076284,3.4421992481203,28.393850905278
"fixed","distance",NA,4,49,12.9711289308272,0,18.8969329850477
"fixed","distance",NA,5,49,12.1351470962902,0,21.1834924859599
"fixed","distance",NA,6,49,23.552171458045,0,22.6454899383153
"fixed","distance",NA,7,49,6.77047561815451,0,26.3310763310763
"fixed","distance",NA,8,49,10.4623249028355,0,26.8546453546454
"fixed","distance",NA,1,50,32.2902652606287,18.5955394816154,19.16515973478
"fixed","distance",NA,2,50,52.9371378885658,36.5585093988989,13.4330432284983
"fixed","distance",NA,3,50,59.5942353644108,38.7124776597816,15.693351190457
"fixed","distance",NA,4,50,51.5655127935847,30.1719774432458,18.3830188278322
"fixed","distance",NA,5,50,46.5440699505503,57.4082697978283,14.1754700190753
"fixed","distance",NA,6,50,60.1004786565587,60.7120592674869,12.3141732171337
"fixed","distance",NA,7,50,46.6200829674867,36.7799555400766,12.0885000074409
"fixed","distance",NA,8,50,32.4909616528574,20.0475687103594,26.2764899828853
"variable","distance",NA,1,1,24.0514903573272,1.18343195266272,33.1952769452769
"variable","distance",NA,2,1,51.3639933594329,7.63276734104046,22.8108434442862
"variable","distance",NA,3,1,23.3367241413959,0,21.4373781676413
"variable","distance",NA,4,1,18.5038147230914,0,22.7205086580087
"variable","distance",NA,5,1,8.48270912635221,0,21.4136438274369
"variable","distance",NA,6,1,20.697249465881,0.816993464052288,24.5937885643768
"variable","distance",NA,7,1,22.12894807495,0,20.8680471411421
"variable","distance",NA,8,1,34.0361776542967,9.58368073978625,16.3777737964807
"variable","distance",NA,1,2,37.8990449170385,15.5886115151636,11.0444796309752
"variable","distance",NA,2,2,36.1451887566718,1.95760328790828,23.6521175480649
"variable","distance",NA,3,2,43.0801703811844,0,21.5357563203484
"variable","distance",NA,4,2,23.6671919526164,3.51731601731602,25.8742206560043
"variable","distance",NA,5,2,28.1016235411963,0,19.2410152911525
"variable","distance",NA,6,2,23.8096340887471,0,18.1292569600342
"variable","distance",NA,7,2,14.2605359087252,0,20.8692962009674
"variable","distance",NA,8,2,11.5685602871408,0,22.816606008266
"variable","distance",NA,1,3,39.5349235374429,33.4819888969844,6.853811970651
"variable","distance",NA,2,3,45.2540105899776,41.0011550193984,3.47764494506254
"variable","distance",NA,3,3,54.8693851663696,85.3916954346166,2.94030674064569
"variable","distance",NA,4,3,60.0259094762364,67.9619398273259,9.75439574205161
"variable","distance",NA,5,3,47.8055954776312,58.3642263138652,13.3990221249041
"variable","distance",NA,6,3,50.2950637738029,51.9986545916343,12.7054058231153
"variable","distance",NA,7,3,52.0175168755944,41.6724433018715,7.07516173990873
"variable","distance",NA,8,3,60.0859604736778,58.8309357828593,8.086180256462
"variable","distance",NA,1,4,28.7699912729004,5.49324855098618,24.4320608126578
"variable","distance",NA,2,4,15.4982530949734,0,32.9682202914169
"variable","distance",NA,3,4,10.5718833572417,5.26315789473684,18.3003187613843
"variable","distance",NA,4,4,17.436645692328,0,21.7425249169435
"variable","distance",NA,5,4,10.7660520411001,0,20.1300940438871
"variable","distance",NA,6,4,6.68550010245611,0,12.0344827586207
"variable","distance",NA,7,4,12.2589890793522,0,24.3534900508652
"variable","distance",NA,8,4,9.6987176678032,0,20.0596816976127
"variable","distance",NA,1,5,36.5858212345985,10.4026693552195,21.5080696635404
"variable","distance",NA,2,5,17.5038597971405,0,27.2832592866839
"variable","distance",NA,3,5,33.4735903838029,1.42857142857143,22.2426143014378
"variable","distance",NA,4,5,42.2537093329087,0,17.1265463125855
"variable","distance",NA,5,5,22.9481984058631,0,18.2330786497453
"variable","distance",NA,6,5,18.6462724024368,0,22.1922934438704
"variable","distance",NA,7,5,20.9454252556964,0,20.8303676297862
"variable","distance",NA,8,5,9.96062462305126,0,24.808596575838
"variable","distance",NA,1,6,38.2981672154403,21.3364876490107,29.7246784439012
"variable","distance",NA,2,6,48.7780734789998,6.15857263799462,22.1187157528739
"variable","distance",NA,3,6,35.843288632152,3.33097699019487,22.7492833742834
"variable","distance",NA,4,6,9.22405853589811,0,30.4308774449187
"variable","distance",NA,5,6,20.6956401750019,0,26.7017667017667
"variable","distance",NA,6,6,12.7502210399427,0,19.0307395644283
"variable","distance",NA,7,6,5.75468461372214,0,22.2519667832168
"variable","distance",NA,8,6,7.31112207954352,0,19.8528668217211
"variable","distance",NA,1,7,30.5795636179245,35.1971726190476,17.5817928403756
"variable","distance",NA,2,7,37.8528104158904,0.103305785123967,28.7369711184533
"variable","distance",NA,3,7,31.1887320441805,12.48046875,24.0409281244946
"variable","distance",NA,4,7,37.787611774107,10.000777000777,16.1797714480641
"variable","distance",NA,5,7,32.3701587459388,0,19.0131526276663
"variable","distance",NA,6,7,20.5889086882534,0,18.1925725946467
"variable","distance",NA,7,7,22.2957470973448,0,21.8193762779685
"variable","distance",NA,8,7,21.7298307611116,0,25.7366503149279
"variable","distance",NA,1,8,55.9685509506608,11.5411779327184,20.3994624362895
"variable","distance",NA,2,8,56.3826804640616,7.25570894248446,29.6740542854199
"variable","distance",NA,3,8,40.8336011787281,9.07655515036203,23.0327435406541
"variable","distance",NA,4,8,51.9248287332403,1.85851318944844,23.3147114510465
"variable","distance",NA,5,8,46.4108599780533,2.27272727272727,17.7498443635667
"variable","distance",NA,6,8,25.9506848356022,0,18.7383912178703
"variable","distance",NA,7,8,37.4081496065939,0,23.9436372979538
"variable","distance",NA,8,8,12.6577248996501,0,25.9378559584745
"variable","distance",NA,1,9,56.3403161627947,20.3933938406211,21.1172414693562
"variable","distance",NA,2,9,46.4677507310444,6.89561555035041,14.7643639024344
"variable","distance",NA,3,9,32.5935052292098,11.3363603008622,13.725922499743
"variable","distance",NA,4,9,20.3051012489172,10.6206074297189,21.8877320877714
"variable","distance",NA,5,9,16.8507702731156,4.76674138414122,26.169288537258
"variable","distance",NA,6,9,50.4806574603281,10.2959039548023,23.3785310734463
"variable","distance",NA,7,9,31.4463091089851,2.71509814712897,21.3448811171706
"variable","distance",NA,8,9,28.2808237596753,3.72017622017622,26.6007136334239
"variable","distance",NA,1,10,12.2823749862793,1.27314814814815,5.06102693602694
"variable","distance",NA,2,10,9.87293812922084,0,16.1996294580824
"variable","distance",NA,3,10,21.4399428268826,0.167785234899329,20.9582251107312
"variable","distance",NA,4,10,10.4208207064216,1.171875,18.7015149297424
"variable","distance",NA,5,10,33.054810287477,1.66666666666667,22.2376323692113
"variable","distance",NA,6,10,5.57632517223446,0,21.5301974448316
"variable","distance",NA,7,10,16.1866060929026,3.83211678832117,18.4944544506588
"variable","distance",NA,8,10,25.107170524929,0.230414746543779,21.1300390032573
"variable","distance",NA,1,11,29.5799770578636,14.7296966731898,35.9176773614881
"variable","distance",NA,2,11,49.922686566799,9.87584851410134,14.5552372859469
"variable","distance",NA,3,11,36.4601471366115,4.61474373707194,22.9181005298564
"variable","distance",NA,4,11,11.1085393567607,0,22.2969559176456
"variable","distance",NA,5,11,24.2777355468512,0,23.8222745564295
"variable","distance",NA,6,11,18.367372300585,0.128205128205128,25.6730769230769
"variable","distance",NA,7,11,17.9445798545594,0,20.9122029570636
"variable","distance",NA,8,11,15.4056275195696,0,17.8019682225521
"variable","distance",NA,1,12,44.5846049228392,7.43204448545598,42.6858017756973
"variable","distance",NA,2,12,26.9607626659101,3.40909090909091,23.0921115921116
"variable","distance",NA,3,12,25.6319633357,0.75187969924812,24.5048704920166
"variable","distance",NA,4,12,44.6961148161639,0,18.7282072775323
"variable","distance",NA,5,12,34.9819371117315,0,22.4401360492109
"variable","distance",NA,6,12,25.043362625751,0,22.1031220942708
"variable","distance",NA,7,12,52.6931928861499,0,23.7617554858934
"variable","distance",NA,8,12,43.796252329637,0,23.7722753851234
"variable","distance",NA,1,13,44.2339083700582,2.15384615384615,15.0469121753918
"variable","distance",NA,2,13,12.3216881118462,4.16666666666667,24.6145366501404
"variable","distance",NA,3,13,52.3179871360864,3.36990052337874,22.7521997555624
"variable","distance",NA,4,13,28.0754360384747,2.79212086441002,17.5248613501626
"variable","distance",NA,5,13,45.895478992696,6.82089790499553,15.9186689911317
"variable","distance",NA,6,13,42.994562686645,3.125,21.325839070568
"variable","distance",NA,7,13,46.6269620301364,11.7404400209534,18.6148494986658
"variable","distance",NA,8,13,52.7751495335676,12.4503222341568,19.6593844920587
"variable","distance",NA,1,14,39.4715611535801,0.774647887323944,16.3100895542957
"variable","distance",NA,2,14,45.9495787050431,44.0966858359404,17.9591624597861
"variable","distance",NA,3,14,43.7385166246792,9.4265811056587,22.7912535532669
"variable","distance",NA,4,14,33.2237832823742,0,23.4613322716287
"variable","distance",NA,5,14,45.239841487892,0,25.7989747263233
"variable","distance",NA,6,14,14.2879012306757,0,25.4571843400117
"variable","distance",NA,7,14,14.7241675751409,0,16.9515321141636
"variable","distance",NA,8,14,14.442078456928,0,18.2271874266948
"variable","distance",NA,1,15,47.6936663245539,11.7604938878368,22.979685966016
"variable","distance",NA,2,15,40.7309279616662,4.85999153481426,14.8233925932917
"variable","distance",NA,3,15,31.5481244460731,8.20175406945557,13.550899165061
"variable","distance",NA,4,15,46.9274660288155,9.56059995244379,34.4870458585605
"variable","distance",NA,5,15,33.7550353646697,2.41257517330028,31.5614772316295
"variable","distance",NA,6,15,18.3094802881297,5.8695652173913,28.8198466978389
"variable","distance",NA,7,15,38.6169743047104,6.10884020893283,16.639040696868
"variable","distance",NA,8,15,32.4667755730924,7.42141521844492,15.2191140783872
"variable","distance",NA,1,16,45.4774967345679,7.14277114301494,17.8417506409195
"variable","distance",NA,2,16,47.7265205671541,1.82366517960951,30.065620220744
"variable","distance",NA,3,16,60.0908820874049,12.4695493662991,33.7888916882123
"variable","distance",NA,4,16,19.776293191446,2.27848101265823,7.89894168914713
"variable","distance",NA,5,16,20.7634681075625,0,9.69991209142492
"variable","distance",NA,6,16,45.8968238485538,0.903614457831325,17.2477679061506
"variable","distance",NA,7,16,18.8516671756177,7.24866440019427,17.0203982515784
"variable","distance",NA,8,16,9.97426910773728,0,22.2780970625798
"variable","distance",NA,1,17,48.1842028268863,20.0983567202371,15.3731276785792
"variable","distance",NA,2,17,37.0793277167324,0.206611570247934,21.6822398300867
"variable","distance",NA,3,17,27.2939185360913,1.48936170212766,20.5009297329001
"variable","distance",NA,4,17,19.2285824014383,4.64920398459131,18.3070001203804
"variable","distance",NA,5,17,27.5167863330655,0,21.673051915548
"variable","distance",NA,6,17,29.9707071112378,0,22.2066647050255
"variable","distance",NA,7,17,32.5565820657997,0,24.2068737874107
"variable","distance",NA,8,17,30.6958842932118,0,25.0546532458609
"variable","distance",NA,1,18,43.258868621365,10.7645074528431,19.1983926516294
"variable","distance",NA,2,18,45.2756523817329,73.6768317881709,7.4566962399662
"variable","distance",NA,3,18,60.1362982762092,94.3604545911716,0
"variable","distance",NA,4,18,60.1933290774025,90.0964346602267,0.872093023255814
"variable","distance",NA,5,18,60.1874676118281,76.0175334776471,4.53972854338563
"variable","distance",NA,6,18,46.0542484151422,36.7150285597982,11.2813431838317
"variable","distance",NA,7,18,60.0432265832309,30.5883948898411,15.0610169861164
"variable","distance",NA,8,18,29.8489631231302,13.7646991542409,23.7777056571382
"variable","distance",NA,1,19,51.5146486012619,17.6605931368311,24.6047931187577
"variable","distance",NA,2,19,37.9741912283857,11.65773811064,12.4982877639107
"variable","distance",NA,3,19,30.9800600387523,0,29.8724625752049
"variable","distance",NA,4,19,29.020654948646,0.477707006369427,17.2312501134157
"variable","distance",NA,5,19,39.297647081237,2.35849056603774,20.5086629650338
"variable","distance",NA,6,19,27.1272141316591,0,24.8213373550643
"variable","distance",NA,7,19,22.3598544894604,0,21.091798695247
"variable","distance",NA,8,19,11.7055095302132,0,14.8718771732734
"variable","distance",NA,1,20,60.1539833797628,21.1832800883183,11.845056541135
"variable","distance",NA,2,20,46.1460202954253,6.53636432421714,26.0601671389137
"variable","distance",NA,3,20,35.8899542498029,12.0334528399185,6.19844559585492
"variable","distance",NA,4,20,35.7583975871293,5.9318572061593,14.3102590884246
"variable","distance",NA,5,20,43.9157412008638,6.6555068708551,18.8739425843806
"variable","distance",NA,6,20,30.0099505885943,7.0644985047159,21.0268816532411
"variable","distance",NA,7,20,47.334939067532,0.260416666666667,26.1823460847096
"variable","distance",NA,8,20,55.8471339672851,0.684931506849315,22.6616309869735
"variable","distance",NA,1,21,60.0874132254064,11.943212711886,20.6854070085714
"variable","distance",NA,2,21,49.4426159418927,8.14409890478521,22.3480999786035
"variable","distance",NA,3,21,21.3576904926806,0,23.3947500547168
"variable","distance",NA,4,21,53.1741927426828,0,24.0452990019041
"variable","distance",NA,5,21,27.8001261848418,0,26.8479862860605
"variable","distance",NA,6,21,44.2943628956121,0,22.268877438937
"variable","distance",NA,7,21,42.6641033606885,0,21.4378006718169
"variable","distance",NA,8,21,31.5668364500058,0,19.3597659492297
"variable","distance",NA,1,22,35.816410388167,3.80721722633487,16.1368592965364
"variable","distance",NA,2,22,25.0417137105928,0,18.9680013497545
"variable","distance",NA,3,22,12.4940599668192,0,16.8837535014006
"variable","distance",NA,4,22,7.01950475582229,0,18.583544115459
"variable","distance",NA,5,22,35.272588473124,0,21.2645112283229
"variable","distance",NA,6,22,14.1587230063285,0,21.6645946476477
"variable","distance",NA,7,22,23.7197028100424,0,20.2189444109974
"variable","distance",NA,8,22,32.2292182425995,0,16.3573762838469
"variable","distance",NA,1,23,30.7562428716179,4.28155547117917,21.1435776564739
"variable","distance",NA,2,23,17.5313936090003,0,18.1957621758381
"variable","distance",NA,3,23,26.1578387612228,0,18.796213476446
"variable","distance",NA,4,23,25.9202102324709,0,22.6237844287043
"variable","distance",NA,5,23,18.299830414609,0,23.39210896712
"variable","distance",NA,6,23,20.0484555482575,0,24.326219429757
"variable","distance",NA,7,23,5.82738056283999,0,21.8398268398268
"variable","distance",NA,8,23,13.2178355782347,0,23.6310309472741
"variable","distance",NA,1,24,47.6421063690473,4.05779444530214,27.6880398344748
"variable","distance",NA,2,24,50.7894357793776,8.23113527081712,16.3051589903343
"variable","distance",NA,3,24,46.5625440058732,11.7969041333086,13.5655738790155
"variable","distance",NA,4,24,55.234714031824,20.2879531480131,22.5412911338154
"variable","distance",NA,5,24,59.9744395844345,20.563513939068,13.6674803916583
"variable","distance",NA,6,24,60.1165232854446,35.2506305543521,16.3713287354826
"variable","distance",NA,7,24,29.7766324566272,21.3541666666667,16.3644418710741
"variable","distance",NA,8,24,60.0683944896751,40.612723039101,22.1230340219819
"variable","distance",NA,1,25,31.4845111166853,16.025593577407,14.0235390688759
"variable","distance",NA,2,25,29.8488401598191,0,24.0423722039903
"variable","distance",NA,3,25,43.0232550896641,0,23.9946857757392
"variable","distance",NA,4,25,38.7080973262397,0.818181818181818,22.283835546476
"variable","distance",NA,5,25,45.8196675471966,24.7432145811327,12.2576395452072
"variable","distance",NA,6,25,38.0574308917021,0,26.9993326583276
"variable","distance",NA,7,25,60.0880044247486,0.536193029490617,25.3535254207894
"variable","distance",NA,8,25,50.0722135991472,0.867052023121387,25.1914373254277
"variable","distance",NA,1,26,30.7667053949702,4.14520454642203,17.215344846317
"variable","distance",NA,2,26,28.0584181290499,2.25563909774436,24.2123285190055
"variable","distance",NA,3,26,50.1486152163076,0.702247191011236,22.6517075889554
"variable","distance",NA,4,26,44.9414119519581,0,23.0998589832453
"variable","distance",NA,5,26,53.2352546286842,7.04041589543673,22.3274588773984
"variable","distance",NA,6,26,32.2148722908859,2.86718460969293,18.1824781250807
"variable","distance",NA,7,26,57.0230553471115,6.63076130552236,23.3370625948211
"variable","distance",NA,8,26,44.4256173731249,1.76751405810684,22.808641660894
"variable","distance",NA,1,27,40.4711118555485,15.0017230831538,15.7763266130915
"variable","distance",NA,2,27,30.912210711602,23.9550120131409,20.7556853249774
"variable","distance",NA,3,27,36.2694970925422,22.3999319857249,19.2754354143727
"variable","distance",NA,4,27,48.0304369265096,9.7533274403315,16.2529272151078
"variable","distance",NA,5,27,58.8405059498264,17.2171507910236,27.967365420188
"variable","distance",NA,6,27,33.924533990929,7.32453313017659,7.14992088607595
"variable","distance",NA,7,27,50.3760695358496,15.30304615848,15.1205498750006
"variable","distance",NA,8,27,39.5353135525501,8.82172683798079,20.4957840882898
"variable","distance",NA,1,28,44.3019226052398,6.35947470425831,18.084068654339
"variable","distance",NA,2,28,21.5121512935448,0,32.4712823725982
"variable","distance",NA,3,28,29.1898307394006,0,17.3785826746353
"variable","distance",NA,4,28,20.4087057800736,0,16.4165602383993
"variable","distance",NA,5,28,14.6741648148852,0,23.2418551411042
"variable","distance",NA,6,28,29.0644075281758,0,23.9941561885095
"variable","distance",NA,7,28,27.4462743133978,0,21.9575572088203
"variable","distance",NA,8,28,33.7162425160611,0,25.4352073365231
"variable","distance",NA,1,29,34.2443762501488,0,29.2794245974273
"variable","distance",NA,2,29,41.1841454571653,0.760869565217391,9.53285144028482
"variable","distance",NA,3,29,31.6974102310192,2.43055555555556,29.7470380434851
"variable","distance",NA,4,29,28.799525769101,0,18.613523619737
"variable","distance",NA,5,29,7.43007112204947,0,19.0526463963964
"variable","distance",NA,6,29,20.177596530974,0,21.1749564690741
"variable","distance",NA,7,29,23.1192441893184,0,24.1540138782786
"variable","distance",NA,8,29,18.1739262218318,0,17.8625995852887
"variable","distance",NA,1,30,13.409624605323,1.95530726256983,22.3352571094461
"variable","distance",NA,2,30,36.6096013525326,6.45963729738405,24.3533634173353
"variable","distance",NA,3,30,39.3124862039911,2.24737077473476,29.5420785766479
"variable","distance",NA,4,30,46.0118726592494,1.49977846699158,26.4766671935369
"variable","distance",NA,5,30,42.0538573599214,2.65915069556338,24.9666228010582
"variable","distance",NA,6,30,47.9721467559412,7.39046488708977,23.8909806040954
"variable","distance",NA,7,30,60.210257172075,5.06393173459476,23.1325516513492
"variable","distance",NA,8,30,51.4614195440265,5.51427918100971,22.0068390584709
"variable","distance",NA,1,31,22.4982830654306,16.4357107160705,17.4148403739307
"variable","distance",NA,2,31,29.8410582668024,0,24.0705153329989
"variable","distance",NA,3,31,21.1437071337284,0,22.9991402910211
"variable","distance",NA,4,31,19.1428327922618,0,21.3798802668226
"variable","distance",NA,5,31,15.2669810451146,0,21.2291181041181
"variable","distance",NA,6,31,14.2885013461226,0,20.5512052997532
"variable","distance",NA,7,31,16.3221364498719,0,27.1692601802091
"variable","distance",NA,8,31,9.1158524377778,0,20.3525641025641
"variable","distance",NA,1,32,42.0471774642435,14.0425076519092,22.6192772988189
"variable","distance",NA,2,32,28.2824901821084,3.47240680443883,28.4294873739616
"variable","distance",NA,3,32,33.214137130937,4.9434850443692,22.3449039247611
"variable","distance",NA,4,32,39.4877876791087,6.3263378071193,23.8720017898578
"variable","distance",NA,5,32,22.8649235274965,4.0625,17.9464285714286
"variable","distance",NA,6,32,23.8524895085077,11.5972442191954,22.9292049414001
"variable","distance",NA,7,32,49.6318486216372,1.16025116025116,15.6222782547544
"variable","distance",NA,8,32,57.5987368758673,3.86543214879047,24.3306766266883
"variable","distance",NA,1,33,36.517529737802,25.6480260748553,23.8956639566396
"variable","distance",NA,2,33,10.6819618612836,0,21.8692673865088
"variable","distance",NA,3,33,5.57975920931053,0,23.5202297702298
"variable","distance",NA,4,33,45.960888015423,28.2992222627973,21.1770289774902
"variable","distance",NA,5,33,54.8356813809115,19.8668434092956,16.2514031251425
"variable","distance",NA,6,33,48.8612158549468,22.3790298654743,12.1717946663776
"variable","distance",NA,7,33,34.3344921195892,16.0738195694801,20.2977427453078
"variable","distance",NA,8,33,35.0273295418738,4.54183172986229,24.7323618185248
"variable","distance",NA,1,34,60.045801331225,22.3066332821369,12.3220262813734
"variable","distance",NA,2,34,59.7873653159158,11.4022762651013,14.0961439842048
"variable","distance",NA,3,34,52.8521493504242,6.21780988793079,21.6195140461116
"variable","distance",NA,4,34,52.1447016421765,12.4973413366266,14.7509036061431
"variable","distance",NA,5,34,28.7408292195482,0.234375,9.88106743986254
"variable","distance",NA,6,34,7.51871745159135,8.03571428571429,21.9459706959707
"variable","distance",NA,7,34,31.1390498613919,2.24719101123596,27.2501830418743
"variable","distance",NA,8,34,45.9631191171528,0,18.3137432188065
"variable","distance",NA,1,35,39.1316474559963,9.13859907013512,17.3362783833118
"variable","distance",NA,2,35,57.730870355353,5.1880555211282,20.6385173267255
"variable","distance",NA,3,35,22.3050253497173,10.6794149808639,26.8691214198595
"variable","distance",NA,4,35,49.6900569132424,5.04201680672269,19.6467368514312
"variable","distance",NA,5,35,13.8920738156192,5.35714285714286,17.8042328042328
"variable","distance",NA,6,35,8.24698217895834,0,14.2816091954023
"variable","distance",NA,7,35,7.01843272949026,0,18.5479909617841
"variable","distance",NA,8,35,8.45557383373516,0,17.2880440121819
"variable","distance",NA,1,36,60.1192942813415,17.3794484611471,25.1390023860496
"variable","distance",NA,2,36,40.9837939979199,12.5352567316853,14.0666257166257
"variable","distance",NA,3,36,31.4326512197126,1.48026315789474,28.0396966701683
"variable","distance",NA,4,36,33.9607461124656,31.5321703853375,10.8744647096674
"variable","distance",NA,5,36,45.9341441418278,36.395428802589,12.9784120612397
"variable","distance",NA,6,36,55.1574040989885,16.8595163022764,20.0675996531563
"variable","distance",NA,7,36,57.8557180437754,34.2341844383128,15.0000799921467
"variable","distance",NA,8,36,40.7564091896599,16.4446863848061,16.7943658138269
"variable","distance",NA,1,37,13.5123059087044,4.14634146341463,19.886665377108
"variable","distance",NA,2,37,45.4189755484831,17.5960122609033,18.9244869679336
"variable","distance",NA,3,37,46.1823395369166,18.7704917026859,23.4308155833633
"variable","distance",NA,4,37,55.7216972793696,36.7696198697108,14.5840131728912
"variable","distance",NA,5,37,44.0682621356031,17.6678878230497,21.321008716215
"variable","distance",NA,6,37,50.5974635358706,9.81019224900824,22.3491849926089
"variable","distance",NA,7,37,45.0165920960888,11.1092794288183,20.6216254555377
"variable","distance",NA,8,37,43.4671900257654,28.4386658965647,17.1000022964464
"variable","distance",NA,1,38,53.3875791568407,73.7465560310371,4.02517084000086
"variable","distance",NA,2,38,53.0327252532581,76.9599236815005,4.32171963285085
"variable","distance",NA,3,38,60.2044719448867,88.1318051610724,3.36550098081394
"variable","distance",NA,4,38,60.1228486812914,71.4071659131134,4.29867350314438
